-0.0001682259,-0.0000124340,-0.0018200771,-0.0027220570,-0.0031965413,-0.0034420658,-0.0035536612,-0.0035823401,-0.0035579120,-0.0034989070,-0.0034174071,-0.0033216230,-0.0032173636,-0.0031089045,-0.0029995085,-0.0028917281,-0.0027875715,-0.0026885824,-0.0025958683,-0.0025101058,-0.0024315404,-0.0023599966,-0.0022949060,-0.0022353599,-0.0021801842,-0.0021280349,-0.0020775080,-0.0020272528,-0.0019760822,-0.0019230677,-0.0018676122,-0.0018094929,-0.0017488706,-0.0016862654,-0.0016224987,-0.0015586094,-0.0014957507,-0.0014350771,-0.0013776328,-0.0013242506,-0.0012754733,-0.0012315013,-0.0011921749,-0.0011569904,-0.0011251495,-0.0010956383,-0.0010673273,-0.0010390856,-0.0010098983,-0.0009789797,-0.0009458731,-0.0009105347,-0.0008733986,-0.0008354280,-0.0007981653,-0.0007637982,-0.0007352784,-0.0007165477,-0.0007129723,-0.0007321772,-0.0007857005,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0030148730,0.0030148730,0.0007548439,-0.0008514979,-0.0022134420,-0.0034426860,-0.0045379862,-0.0054540756,-0.0061339070,-0.0065270803,-0.0066014213,-0.0063498918,-0.0057935511,-0.0049809325,-0.0039842313,-0.0028928600,-0.0018051117,-0.0008188147,-0.0000219365,0.0005159141,0.0007502344,0.0006659500,0.0002788790,-0.0003658123,-0.0011980177,-0.0021295335,-0.0030626709,-0.0038997944,-0.0045528571,-0.0049519985,-0.0050523640,-0.0048384809,-0.0043257601,-0.0035589787,-0.0026078904,-0.0015603940,-0.0005139274,0.0004340703,0.0011956952,0.0017011820,0.0019057309,0.0017938913,0.0013810730,0.0007120368,-0.0001434867,-0.0010976241,-0.0020529610,-0.0029120819,-0.0035871122,-0.0040083338,-0.0041310332,-0.0039399163,-0.0034506672,-0.0027085065,-0.0017839086,-0.0007659210,0.0002462199,0.0011522876,0.0018600565,0.0022929694,0.0023952314,0.0021326419,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0037163397,0.0037160828,0.0023589023,0.0005437906,-0.0014850720,-0.0035785781,-0.0055821293,-0.0073337713,-0.0086818493,-0.0095039255,-0.0097220992,-0.0093129965,-0.0083116776,-0.0068093095,-0.0049449953,-0.0028926726,-0.0008444353,0.0010080371,0.0024920915,0.0034709086,0.0038568437,0.0036199818,0.0027910622,0.0014584785,-0.0002403568,-0.0021324405,-0.0040260895,-0.0057296789,-0.0070703760,-0.0079110370,-0.0081636127,-0.0077977514,-0.0068437583,-0.0053896195,-0.0035723835,-0.0015647426,0.0004418724,0.0022560307,0.0037050377,0.0046518377,0.0050084276,0.0047444693,0.0038902578,0.0025337555,0.0008119817,-0.0011023991,-0.0030179794,-0.0047433457,-0.0061058206,-0.0069683751,-0.0072430606,-0.0068996487,-0.0059686408,-0.0045383603,-0.0027464253,-0.0007664549,0.0012086609,0.0029852499,0.0043872314,0.0052724923,0.0055455871,0.0051656595,0.0041502077,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0050391243,0.0050387144,0.0037949664,0.0016976578,-0.0009320164,-0.0038057867,-0.0066409345,-0.0091645342,-0.0111324886,-0.0123517337,-0.0126993956,-0.0121355590,-0.0107079126,-0.0085476860,-0.0058572634,-0.0028907041,0.0000708945,0.0027467578,0.0048838208,0.0062814430,0.0068110234,0.0064285835,0.0051790826,0.0031920355,0.0006688598,-0.0021368125,-0.0049439339,-0.0074715243,-0.0094661499,-0.0107267077,-0.0111240914,-0.0106138135,-0.0092403474,-0.0071327656,-0.0044921001,-0.0015716612,0.0013477579,0.0039853660,0.0060878564,0.0074541994,0.0079553175,0.0075467175,0.0062728448,0.0042627320,0.0017173696,-0.0011099670,-0.0039385071,-0.0064874669,-0.0085035341,-0.0097856673,-0.0102047837,-0.0097164127,-0.0083650797,-0.0062799966,-0.0036624885,-0.0007663963,0.0021266171,0.0047344286,0.0068018070,0.0081251135,0.0085720719,0.0080951049,0.0067380377,0.0046375856,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0065247980,0.0065242849,0.0051653091,0.0027155887,-0.0004868864,-0.0040730244,-0.0076620745,-0.0108854346,-0.0134153335,-0.0149935020,-0.0154551067,-0.0147444838,-0.0129205756,-0.0101512816,-0.0066971669,-0.0028860799,0.0009188493,0.0043546967,0.0070942400,0.0088779823,0.0095395631,0.0090220636,0.0073836070,0.0047917021,0.0015068812,-0.0021427668,-0.0057936784,-0.0090823716,-0.0116809972,-0.0133294061,-0.0138605937,-0.0132170313,-0.0114562851,-0.0087453735,-0.0053444138,-0.0015811595,0.0021810813,0.0055790052,0.0082848725,0.0100385828,0.0106731321,0.0101309561,0.0084695635,0.0058559067,0.0025500407,-0.0011203288,-0.0047919178,-0.0081014189,-0.0107210571,-0.0123906687,-0.0129431646,-0.0123208855,-0.0105812524,-0.0078911586,-0.0045106555,-0.0007675274,0.0029747589,0.0063526084,0.0090379113,0.0107703109,0.0113831441,0.0108208467,0.0091466448,0.0065401987,0.0032844106,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0079702345,0.0079696461,0.0064363845,0.0036212729,-0.0001135460,-0.0043388066,-0.0085963651,-0.0124377091,-0.0154628187,-0.0173561092,-0.0179154852,-0.0170711376,-0.0148918715,-0.0115781173,-0.0074421815,-0.0028776042,0.0016794134,0.0057927508,0.0090691036,0.0111965301,0.0119750359,0.0113362017,0.0093499313,0.0062176581,0.0022526746,-0.0021504905,-0.0065546507,-0.0105227197,-0.0136604643,-0.0156550669,-0.0163057247,-0.0155432885,-0.0134370200,-0.0101878054,-0.0061084885,-0.0015932486,0.0029209808,0.0069972756,0.0102414842,0.0123408021,0.0130943855,0.0124330064,0.0104258261,0.0072736258,0.0032891552,-0.0011334753,-0.0055573641,-0.0095455729,-0.0127038837,-0.0147193701,-0.0153910116,-0.0146493510,-0.0125632719,-0.0093332326,-0.0052716131,-0.0007720941,0.0037289494,0.0077952871,0.0110337597,0.0131331753,0.0138955094,0.0132565594,0.0112942676,0.0082240005,0.0043809892,0.0001916324,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0092658279,0.0092651819,0.0075578610,0.0044062407,0.0002025377,-0.0045737978,-0.0094021880,-0.0137688203,-0.0172137211,-0.0193732180,-0.0200137342,-0.0190534574,-0.0165695755,-0.0127902193,-0.0080717976,-0.0028638760,0.0023350034,0.0070262617,0.0107602042,0.0131801418,0.0140573974,0.0133137727,0.0110292761,0.0074343579,0.0028874114,-0.0021602546,-0.0072085453,-0.0117574903,-0.0153561473,-0.0176467142,-0.0183995292,-0.0175355347,-0.0151340054,-0.0114247831,-0.0067657780,-0.0016079379,0.0035488864,0.0082048609,0.0119090851,0.0143037193,0.0151590036,0.0143957412,0.0120930471,0.0084806034,0.0039161802,-0.0011493769,-0.0062162659,-0.0107846348,-0.0144034882,-0.0167148064,-0.0174885582,-0.0166451795,-0.0142633149,-0.0105720610,-0.0059284655,-0.0007824736,0.0043672656,0.0090224327,0.0127341609,0.0151475053,0.0160370035,0.0153299615,0.0131152885,0.0096370380,0.0052731849,0.0005016191,-0.0041434593,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0103431822,0.0103424913,0.0084859845,0.0050530416,0.0004647664,-0.0047582877,-0.0100463931,-0.0148345400,-0.0186155292,-0.0209876043,-0.0216921590,-0.0206378322,-0.0179085613,-0.0137547214,-0.0085681453,-0.0028434140,0.0028708300,0.0080258076,0.0121265029,0.0147802728,0.0157354122,0.0149059054,0.0123799414,0.0084113643,0.0033948973,-0.0021724324,-0.0077398906,-0.0127568976,-0.0167268816,-0.0192558546,-0.0200909530,-0.0191451729,-0.0165058772,-0.0124262409,-0.0073004718,-0.0016252304,0.0040489753,0.0091716632,0.0132462478,0.0158786347,0.0168157853,0.0159704755,0.0134298284,0.0094467850,0.0044153491,-0.0011679704,-0.0067527444,-0.0117884797,-0.0157784752,-0.0183284043,-0.0191848683,-0.0182601445,-0.0156407047,-0.0115786640,-0.0064669923,-0.0008009010,0.0048708308,0.0099998523,0.0140923099,0.0167577449,0.0177480919,0.0169830205,0.0145591755,0.0107423993,0.0059436174,0.0006806243,-0.0044706723,-0.0089310626,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0111564225,0.0111556961,0.0091869937,0.0055443837,0.0006718948,-0.0048793216,-0.0105038739,-0.0155998402,-0.0196259458,-0.0221528809,-0.0229038852,-0.0217806666,-0.0188721009,-0.0144448168,-0.0089165411,-0.0028147733,0.0032751987,0.0087678748,0.0131350934,0.0159579301,0.0169678723,0.0160732430,0.0133682898,0.0091240563,0.0037619322,-0.0021875239,-0.0081364562,-0.0134972012,-0.0177397667,-0.0204436755,-0.0213390983,-0.0203332498,-0.0175194637,-0.0131680568,-0.0076998759,-0.0016451153,0.0044085653,0.0098735450,0.0142197422,0.0170264825,0.0180236595,0.0171181618,0.0144029778,0.0101480916,0.0047740593,-0.0011891457,-0.0071539902,-0.0125328639,-0.0167955612,-0.0195211341,-0.0204390387,-0.0194555480,-0.0166628392,-0.0123298645,-0.0068758903,-0.0008292842,0.0052244282,0.0107001753,0.0150710029,0.0179201782,0.0189826628,0.0181719206,0.0155894377,0.0115159894,0.0063854268,0.0007434211,-0.0048049813,-0.0096541272,-0.0132574523,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0116748717,0.0116741172,0.0096368496,0.0058665213,0.0008214368,-0.0049286514,-0.0107568962,-0.0160392057,-0.0202137911,-0.0228346942,-0.0236141385,-0.0224495925,-0.0194328940,-0.0148405212,-0.0091059311,-0.0027766446,0.0035397485,0.0092353987,0.0137619797,0.0166846011,0.0177245781,0.0167868738,0.0139695333,0.0095541908,0.0039785905,-0.0022061858,-0.0083895922,-0.0139613226,-0.0183710014,-0.0211820186,-0.0221142413,-0.0210714190,-0.0181506010,-0.0136326406,-0.0079547168,-0.0016675591,0.0046184369,0.0102929326,0.0148053623,0.0177187997,0.0187527033,0.0178103589,0.0149883344,0.0105670219,0.0049831952,-0.0012127314,-0.0074105583,-0.0129999970,-0.0174303654,-0.0202644361,-0.0212211671,-0.0202031295,-0.0173059449,-0.0128088052,-0.0071469960,-0.0008691050,0.0054169057,0.0111034995,0.0156433991,0.0186036137,0.0197083822,0.0188668336,0.0161826379,0.0119446577,0.0065994353,0.0007080845,-0.0051083635,-0.0102300360,-0.0141000315,-0.0162812689,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0118799221,0.0118791455,0.0098205698,0.0060104618,0.0009113330,-0.0049014864,-0.0107945340,-0.0161366902,-0.0203595025,-0.0230114852,-0.0238011139,-0.0226243223,-0.0195738092,-0.0149292315,-0.0091292189,-0.0027279289,0.0036596290,0.0094181640,0.0139926519,0.0169429399,0.0179870598,0.0170290125,0.0141683023,0.0096903031,0.0040384125,-0.0022292695,-0.0084944938,-0.0141393121,-0.0186065091,-0.0214541039,-0.0223985854,-0.0213426514,-0.0183847317,-0.0138093638,-0.0080593605,-0.0016924924,0.0046730776,0.0104192675,0.0149885407,0.0179384461,0.0189848960,0.0180299492,0.0151713801,0.0106931001,0.0050373691,-0.0012384824,-0.0075165820,-0.0131789596,-0.0176679873,-0.0205409008,-0.0215130636,-0.0204857372,-0.0175556385,-0.0130053440,-0.0072754769,-0.0009213938,0.0054413975,0.0111977528,0.0157934242,0.0187896913,0.0199067424,0.0190515505,0.0163274869,0.0120246840,0.0065920104,0.0005932962,-0.0053480564,-0.0106108347,-0.0146383285,-0.0169953480,-0.0174146336,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0117635496,0.0117627561,0.0097316892,0.0059723455,0.0009407306,-0.0047957789,-0.0106122519,-0.0158858374,-0.0200553376,-0.0226748845,-0.0234564673,-0.0222971544,-0.0192883361,-0.0147060723,-0.0089834716,-0.0026677839,0.0036336128,0.0093130602,0.0138224524,0.0167271989,0.0177490254,0.0167934121,0.0139589810,0.0095279318,0.0039384975,-0.0022578688,-0.0084503869,-0.0140286559,-0.0184423390,-0.0212549872,-0.0221867330,-0.0211416757,-0.0182172729,-0.0136948192,-0.0080119400,-0.0017197922,0.0045708420,0.0102492944,0.0147647373,0.0176800556,0.0187145923,0.0177715864,0.0149476209,0.0105231554,0.0049350737,-0.0012660671,-0.0074699011,-0.0130659570,-0.0175033600,-0.0203446841,-0.0213086872,-0.0202977418,-0.0174072780,-0.0129163103,-0.0072599745,-0.0009867577,0.0052953929,0.0109788147,0.0155158775,0.0184728892,0.0195728713,0.0187230037,0.0160240200,0.0117605861,0.0063735341,0.0004165787,-0.0054983663,-0.0107620569,-0.0148291768,-0.0172741554,-0.0178362454,-0.0164495736,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
